"Time","Wl-ShootingVoltage","Wl-Depth","Wl-ShootingVoltage"
2024-05-15 17:19:13,-1,19397,-1
2024-05-15 17:19:13,-1,19399,-1
2024-05-15 17:19:13,-1,19400,-1
2024-05-15 17:19:13,-1,19402,-1
2024-05-15 17:19:13,-1,19402,-1
2024-05-15 17:19:14,-1,19403,-1
2024-05-15 17:19:14,-1,19405,-1
2024-05-15 17:19:14,-1,19406,-1
2024-05-15 17:19:14,-1,19408,-1
2024-05-15 17:19:14,-1,19408,-1
2024-05-15 17:19:15,-1,19409,-1
2024-05-15 17:19:15,-1,19411,-1
2024-05-15 17:19:15,-1,19412,-1
2024-05-15 17:19:15,-1,19414,-1
2024-05-15 17:19:16,-1,19415,-1
2024-05-15 17:19:16,-1,19415,-1
2024-05-15 17:19:16,-1,19417,-1
2024-05-15 17:19:16,-1,19418,-1
2024-05-15 17:19:16,-1,19420,-1
2024-05-15 17:19:17,-1,19421,-1
2024-05-15 17:19:17,-1,19423,-1
2024-05-15 17:19:17,-1,19423,-1
2024-05-15 17:19:17,-1,19424,-1
2024-05-15 17:19:17,-1,19426,-1
2024-05-15 17:19:18,-1,19428,-1
2024-05-15 17:19:18,-1,19429,-1
2024-05-15 17:19:18,-1,19429,-1
2024-05-15 17:19:18,-1,19431,-1
2024-05-15 17:19:18,-1,19432,-1
2024-05-15 17:19:19,-1,19434,-1
2024-05-15 17:19:19,-1,19435,-1
2024-05-15 17:19:19,-1,19437,-1
2024-05-15 17:19:19,-1,19437,-1
2024-05-15 17:19:19,-1,19439,-1
2024-05-15 17:19:20,-1,19440,-1
2024-05-15 17:19:20,-1,19442,-1
2024-05-15 17:19:20,-1,19442,-1
2024-05-15 17:19:20,-1,19443,-1
2024-05-15 17:19:20,-1,19445,-1
2024-05-15 17:19:21,-1,19446,-1
2024-05-15 17:19:21,-1,19446,-1
2024-05-15 17:19:21,0,19448,0
2024-05-15 17:19:21,-1,19449,-1
2024-05-15 17:19:21,-1,19451,-1
2024-05-15 17:19:22,0,19452,0
2024-05-15 17:19:22,-1,19454,-1
2024-05-15 17:19:22,-1,19454,-1
2024-05-15 17:19:22,-1,19455,-1
2024-05-15 17:19:23,-1,19457,-1
2024-05-15 17:19:23,0,19458,0
2024-05-15 17:19:23,-1,19460,-1
2024-05-15 17:19:23,-1,19460,-1
2024-05-15 17:19:23,-1,19461,-1
2024-05-15 17:19:24,-1,19463,-1
2024-05-15 17:19:24,-1,19464,-1
2024-05-15 17:19:24,-1,19466,-1
2024-05-15 17:19:24,-1,19466,-1
2024-05-15 17:19:24,-1,19468,-1
2024-05-15 17:19:25,0,19469,0
2024-05-15 17:19:25,-1,19471,-1
2024-05-15 17:19:25,-1,19472,-1
2024-05-15 17:19:25,-1,19474,-1
2024-05-15 17:19:25,-1,19475,-1
2024-05-15 17:19:26,-1,19477,-1
2024-05-15 17:19:26,-1,19477,-1
2024-05-15 17:19:26,-1,19478,-1
2024-05-15 17:19:26,0,19480,0
2024-05-15 17:19:26,-1,19482,-1
